Date,Round,Stadium,Home team,Away team,Score,Goals (home),Goals (away)
13 May 1902,Semi-finals,Hipódromo,Real Madrid,Barcelona,1–3,Johnson (?),"Steinberg (?, ?), Gamper (?)"
