Date,Round,Stadium,Home team,Away team,Score,Goals (home),Goals (away)
13-May-02,Semi-finals,Hipódromo,Real Madrid,Barcelona,1–3,Johnson (?),"Steinberg (?, ?), Gamper (?)"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
